Character,Type,Content
Narration,Narrative,The claw begins to lift Buzz up.
Narration,Narrative,
Narration,Narrative,"Buzz, NO!"
Narration,Narrative,
Narration,Narrative,Woody grabs hold of Buzz's feet.
Narration,Narrative,
Narration,Narrative,Woody and the claw begin to have a tug-of-war with Buzz.
Narration,Narrative,
Narration,Narrative,"Woody pulls down hard, forcing Buzz to sink into the pile of"
Narration,Narrative,"aliens, out of Sid's view."
Narration,Narrative,
Narration,Narrative,(slamming his fist
Narration,Narrative,against the glass)
Narration,Narrative,Wha -- ?  Hey!!
Narration,Narrative,
Narration,Narrative,"Still tugging against the crane, Woody is almost out the"
Narration,Narrative,"door with Buzz.  Just then, the aliens at the bottom of the"
Narration,Narrative,pile pull Buzz and Woody back inside.
Narration,Narrative,
Narration,Narrative,He has been chosen.
Narration,Narrative,
Narration,Narrative,Hey!  What are you doing?
Narration,Narrative,
Narration,Narrative,He must go.
Narration,Narrative,
Narration,Narrative,"Stop it, you -- !  Stop it, you"
Narration,Narrative,zealots!
Narration,Narrative,
Narration,Narrative,He must go!  Do not fight the claw!
Narration,Narrative,Do not anger the claw!  He has been
Narration,Narrative,chosen.
Narration,Narrative,
Narration,Narrative,Woody and Buzz are pushed up to the surface and into the
Narration,Narrative,"air, dangling lifelessly in front of Sid."
Narration,Narrative,
Narration,Narrative,Alright!  Double prizes!
Narration,Narrative,
Narration,Narrative,Woody and Buzz are dropped into the prize door slot and
Narration,Narrative,snatched up by Sid.
Narration,Narrative,
Narration,Narrative,(looking at his two
Narration,Narrative,new toys)
Narration,Narrative,Let's go home and...play.  Ha-ha-ha.
Narration,Narrative,
Narration,Narrative,
MATCH DISSOLVE TO,Dialogue,
Narration,Narrative,
Narration,Narrative,From out of the darkness appears Sid on his skateboard.  He
Narration,Narrative,is HUMMING to rock music from his walkman while carrying his
Narration,Narrative,backpack in his hand.
Narration,Narrative,
Narration,Narrative,Sid leaps off the skateboard and walks up the front path
Narration,Narrative,towards the front door.
Narration,Narrative,
Narration,Narrative,"Through the open zipper, Buzz peeks out of the backpack to"
Narration,Narrative,see Sid's house.  He recognizes Andy's house next door.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Buzz, Woody and a squeeze toy alien are scrunched up in the"
Narration,Narrative,backpack.
Narration,Narrative,
Narration,Narrative,Sheriff!  I can see your dwelling
Narration,Narrative,from here!  You're almost home.
Narration,Narrative,
Narration,Narrative,Nirvana is coming!  The mystic
Narration,Narrative,portal awaits!
Narration,Narrative,
Narration,Narrative,(to Alien)
Narration,Narrative,Will you be quiet?!!
Narration,Narrative,(to both)
Narration,Narrative,"You guys don't get it, do you?"
Narration,Narrative,"Once we go into Sid's house, we"
Narration,Narrative,won't be coming out.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The front door opens to reveal Scud.  The dog lunges
Narration,Narrative,"straight for the backpack, BARKING."
Narration,Narrative,
Narration,Narrative,"Whoa, Scud!  Hey, boy.  Sit!  Good"
Narration,Narrative,boy!
Narration,Narrative,
Narration,Narrative,The dog begrudgingly obeys.
Narration,Narrative,
Narration,Narrative,"Hey, I got somethin' for ya, boy."
Narration,Narrative,
Narration,Narrative,Sid's hand reaches into the backpack.
Narration,Narrative,
Narration,Narrative,(loud whisper)
Narration,Narrative,
Narration,Narrative,The toys go still.  Sid's hand grabs the alien out of the
Narration,Narrative,backpack.  The alien is then placed sideways along Scud's
Narration,Narrative,snout.
Narration,Narrative,
Narration,Narrative,"Ready, set, NOW."
Narration,Narrative,
Narration,Narrative,"In one quick motion, Scud flips the alien up, catches it in"
Narration,Narrative,"his mouth, and rabidly shakes it back and forth."
Narration,Narrative,
Narration,Narrative,Buzz and Woody react in horror.
Narration,Narrative,
Narration,Narrative,"Hannah!  Hey, Hannah!!!"
Narration,Narrative,
Narration,Narrative,"Woody and Buzz glance up to see HANNAH, Sid's frail little"
Narration,Narrative,"sister, carrying her Janie Doll."
Narration,Narrative,
Narration,Narrative,What?
Narration,Narrative,
Narration,Narrative,Did I get my package in the mail?
Narration,Narrative,
Narration,Narrative,I dunno.
Narration,Narrative,
Narration,Narrative,"Whaddaya mean, you don't know?"
Narration,Narrative,
Narration,Narrative,(insistent)
Narration,Narrative,I don't know!
Narration,Narrative,
Narration,Narrative,(mock concern)
Narration,Narrative,"Oh no, Hannah!"
Narration,Narrative,
Narration,Narrative,What?
Narration,Narrative,
Narration,Narrative,Look!  Janie!
Narration,Narrative,
Narration,Narrative,He grabs the doll.
Narration,Narrative,
Narration,Narrative,Hey!!
Narration,Narrative,
Narration,Narrative,She's sick!
Narration,Narrative,
Narration,Narrative,(panic rising)
Narration,Narrative,No she's NOT --
Narration,Narrative,
Narration,Narrative,I'll have to perform one of
Narration,Narrative,my...operations!
Narration,Narrative,
Narration,Narrative,NO-O-O... Don't touch her!  NO!
Narration,Narrative,
Narration,Narrative,Sid bolts upstairs with Hannah in pursuit.
Narration,Narrative,
Narration,Narrative,Not Sid's room...not there...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Sid races to his bedroom door.  Hannah is right behind.
Narration,Narrative,
Narration,Narrative,Sid!  Give her back!
Narration,Narrative,
Narration,Narrative,Sid just LAUGHS.  He charges into the room and slams the
Narration,Narrative,door in his sister's face.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,(pounding on his door)
Narration,Narrative,Sid!  Sid!...
Narration,Narrative,
Narration,Narrative,Sid carelessly tosses the backpack on the bed and walks over
Narration,Narrative,to a makeshift workbench.
Narration,Narrative,
Narration,Narrative,(as Doctor)
Narration,Narrative,"Oh, no.  We have a sick patient"
Narration,Narrative,"here, nurse.  Prepare the O.R., STAT!"
Narration,Narrative,
Narration,Narrative,"Sid CLICKS on a bare bulb dangling above his ""operating"
Narration,Narrative,"table."""
Narration,Narrative,
Narration,Narrative,Woody and Buzz look on from the safety of the backpack as
Narration,Narrative,Sid places the Janie doll's head in a vise.
Narration,Narrative,
Narration,Narrative,"Sid, give her back!  Give her back"
Narration,Narrative,now!  I'm telling!
Narration,Narrative,
Narration,Narrative,(as Doctor)
Narration,Narrative,Patient is...
Narration,Narrative,(straining while
Narration,Narrative,tightening vise)
Narration,Narrative,...pre-e-epped.
Narration,Narrative,
Narration,Narrative,Sid grabs a painter's mask from his toolchest and dons it
Narration,Narrative,like a surgeon's mask.
Narration,Narrative,
Narration,Narrative,(as Doctor)
Narration,Narrative,No one's ever attempted a double
Narration,Narrative,bypass brain transplant before.
Narration,Narrative,
Narration,Narrative,Sid grabs a toy pterodactyl from a nearby crate full of junk.
Narration,Narrative,
Narration,Narrative,(as Doctor)
Narration,Narrative,Now for the tricky part -- pliers!
Narration,Narrative,
Narration,Narrative,(whispering to Woody)
Narration,Narrative,I don't believe that man's ever
Narration,Narrative,been to medical school.
Narration,Narrative,
Narration,Narrative,"Sid struggles for a moment with his ""patient"" then stops."
Narration,Narrative,
Narration,Narrative,(as Nurse)
Narration,Narrative,"Doctor, you've done it!"
Narration,Narrative,(running to the door)
Narration,Narrative,Hannah?
Narration,Narrative,
Narration,Narrative,"He opens the door.  Hannah is standing there, looking worried."
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,Janie's all better now.
Narration,Narrative,
Narration,Narrative,He hands her Janie -- her head has been replaced with a
Narration,Narrative,pterodactyl's.  Hannah SCREAMS at the sight of the
Narration,Narrative,monstrosity and bolts down the hallway.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,She's lying!  Whatever she says
Narration,Narrative,it's not true!
Narration,Narrative,
Narration,Narrative,"Sid throws the doll to the ground and runs after Hannah,"
Narration,Narrative,slamming the door behind him.
Narration,Narrative,
Narration,Narrative,Woody and Buzz peer out of the backpack at their new
Narration,Narrative,"surroundings.  Heavy metal posters, discarded toy remains"
Narration,Narrative,and power tools adorn the messy room.
Narration,Narrative,
Narration,Narrative,They are in Hell...toy Hell.
Narration,Narrative,
Narration,Narrative,We are gonna die.
Narration,Narrative,(bolting out of the pack)
Narration,Narrative,I'm outta here!
Narration,Narrative,
Narration,Narrative,Woody leaps from the bed to the doorknob and struggles to
Narration,Narrative,open it.  No good.  Woody drops to the floor.
Narration,Narrative,
Narration,Narrative,Locked!  There's gotta be another
Narration,Narrative,way out of here.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody is startled by the noise.
Narration,Narrative,
Narration,Narrative,A small yo-yo rolls out from behind a box and falls on its
Narration,Narrative,side.
Narration,Narrative,
Narration,Narrative,"Spooked, Woody grabs a pencil from the floor and brandishes"
Narration,Narrative,it like a weapon.
Narration,Narrative,
Narration,Narrative,Just then a shadow passes by Woody.  He turns quickly but
Narration,Narrative,sees nothing.
Narration,Narrative,
Narration,Narrative,Uh...Buzz?  Was that you?
Narration,Narrative,
Narration,Narrative,Woody hurriedly trades his pencil for a larger flashlight.
Narration,Narrative,
Narration,Narrative,He hears a NOISE from under Sid's bed.  Woody turns on the
Narration,Narrative,flashlight and shines the beam in the direction of the
Narration,Narrative,"noise, illuminating..."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Hey!  Hi, there, little fellah!"
Narration,Narrative,Come out here.  Do you know a way
Narration,Narrative,out of here?
Narration,Narrative,
Narration,Narrative,"The baby doll moves out from under the bed, revealing a one-"
Narration,Narrative,eyed doll head atop a spider-like body made of erector set
Narration,Narrative,pieces.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The creature extends its legs and rises up taller than Woody.
Narration,Narrative,"Scared speechless, Woody keeps his flashlight beam locked on"
Narration,Narrative,
Narration,Narrative,Various other MUTANT TOYS begin to emerge from the shadows:
Narration,Narrative,"a toy fishing pole with fashion doll legs, a skateboard with"
Narration,Narrative,"a combat soldier's torso screwed to the front end, a jack-"
Narration,Narrative,"in-the-box with a rubber hand for a head, (and others)."
Narration,Narrative,
Narration,Narrative,Woody leaps onto the bed and hides behind Buzz.
Narration,Narrative,
Narration,Narrative,B-B-B-Buzz!
Narration,Narrative,
Narration,Narrative,Buzz and Woody look on as the mutants have a tug of war as
Narration,Narrative,"they grab all the Janie and pterodactyl parts, dragging them"
Narration,Narrative,off into the shadows.
Narration,Narrative,
Narration,Narrative,They're cannibals!
Narration,Narrative,
Narration,Narrative,Woody retreats back into the backpack.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody cowers in the corner as Buzz enters.  He punches a
Narration,Narrative,button on his chest.
Narration,Narrative,
Narration,Narrative,"May day!  May day!  Come in, Star"
Narration,Narrative,Command!  Send reinforcements!...
Narration,Narrative,(pause)
Narration,Narrative,"Star Command, do you copy?"
Narration,Narrative,
Narration,Narrative,No response.
Narration,Narrative,
Narration,Narrative,Buzz adjusts his laser light.  It emits a short BLIP.
Narration,Narrative,
Narration,Narrative,(aiming his arm out
Narration,Narrative,the pack)
Narration,Narrative,I've set my laser from stun to kill.
Narration,Narrative,
Narration,Narrative,"Oh, great, great.  Yeah, and if"
Narration,Narrative,anyone attacks us we can blink 'em
Narration,Narrative,to death.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Rex points a flashlight out of Andy's bedroom window while
Narration,Narrative,"Bo Peep, Slinky, Hamm and Potato Head look on."
Narration,Narrative,
Narration,Narrative,Some bushes rustle below.
Narration,Narrative,
Narration,Narrative,"Hey, you guys!  I think I've found"
Narration,Narrative,him.  Buzz!  Is that you?!
Narration,Narrative,
Narration,Narrative,Rex points the flashlight beam at the shaking bushes.  The
Narration,Narrative,annoyed MEOW of a cat is heard.
Narration,Narrative,
Narration,Narrative,Whiskers!  Will you get out of
Narration,Narrative,here?!  You're interfering with the
Narration,Narrative,search and rescue.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Rex turns off the flashlight.
Narration,Narrative,
Narration,Narrative,(whispering)
Narration,Narrative,Look!  They're home!
Narration,Narrative,
Narration,Narrative,The toys duck behind the sill.
Narration,Narrative,
Narration,Narrative,The Davis' family van pulls into the driveway.  Andy and Mrs.
Narration,Narrative,Davis get out.
Narration,Narrative,
Narration,Narrative,"Mom, have you seen Woody?"
Narration,Narrative,
Narration,Narrative,Where was the last place you left him?
Narration,Narrative,
Narration,Narrative,(searching the van)
Narration,Narrative,Right here in the van.
Narration,Narrative,
Narration,Narrative,"Oh, I'm sure he's there.  You're"
Narration,Narrative,just not looking hard enough.
Narration,Narrative,
Narration,Narrative,"He's not here, Mom.  Woody's gone."
Narration,Narrative,
Narration,Narrative,The toys all look at one another.
Narration,Narrative,
Narration,Narrative,Woody's gone?!
Narration,Narrative,
Narration,Narrative,"Well waddah-ya-know, the weasel ran"
Narration,Narrative,away.
Narration,Narrative,
Narration,Narrative,"Hamm, Potato Head and Rex walk away from the window."
Narration,Narrative,Huh?!  Huh?!  I told you he was
Narration,Narrative,guilty.
Narration,Narrative,
Narration,Narrative,Who would've thought he was capable
Narration,Narrative,of such atrocities?!
Narration,Narrative,
Narration,Narrative,"Bo Peep and Slinky are left alone at the window, visibly"
Narration,Narrative,crestfallen.
Narration,Narrative,
Narration,Narrative,"Oh, Slink, I hope he's okay."
Narration,Narrative,
DISSOLVE TO,Dialogue,
Narration,Narrative,
Narration,Narrative,(as Interrogator)
Narration,Narrative,"Oh, a survivor.  Where is the rebel"
Narration,Narrative,base?  Talk!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"An inanimate Woody flies across the room, landing hard on"
Narration,Narrative,the floor.
Narration,Narrative,
Narration,Narrative,Sid crosses to the window.
Narration,Narrative,
Narration,Narrative,(as Interrogator)
Narration,Narrative,I can see your will is strong.
Narration,Narrative,
Narration,Narrative,Sid opens the window shade.  Bright sunlight shines down
Narration,Narrative,onto Woody.
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,"Well, we have ways of making you talk."
Narration,Narrative,
Narration,Narrative,Sid pulls out a magnifying glass from his back pocket and
Narration,Narrative,focuses the beam on Woody's forehead.
Narration,Narrative,
Narration,Narrative,(as Interrogator)
Narration,Narrative,Where are your rebel friends now?
Narration,Narrative,"Heh, heh."
Narration,Narrative,
Narration,Narrative,A bright white hot dot forms on Woody's forehead and begins
Narration,Narrative,to smolder.
Narration,Narrative,
Narration,Narrative,Sid!!  Your pop-tarts are ready!
Narration,Narrative,
Narration,Narrative,Sid pulls the magnifying glass away.
Narration,Narrative,
Narration,Narrative,Alright!!
Narration,Narrative,
Narration,Narrative,"Sid runs out of the room.  As soon as he's gone, Woody jumps"
Narration,Narrative,"up SCREAMING, his forehead burning."
Narration,Narrative,
Narration,Narrative,He runs to a bowl of half-eaten cereal (with milk) on the
Narration,Narrative,"floor, and dunks his head in."
Narration,Narrative,
Narration,Narrative,"Buzz runs over to Woody, pausing to remove two suction cup"
Narration,Narrative,darts from his person before pulling Woody out of the bowl.
Narration,Narrative,Two colorful Froot-Loops stick to each of Woody's eyes like
Narration,Narrative,glasses.
Narration,Narrative,
Narration,Narrative,Are you alright?
Narration,Narrative,(whacking him on the back)
Narration,Narrative,"I'm proud of you, Sheriff.  A"
Narration,Narrative,lesser man would have talked under
Narration,Narrative,such torture.
Narration,Narrative,
Narration,Narrative,Woody looks at his reflection in the back of the cereal
Narration,Narrative,spoon and rubs the burn mark on his forehead.
Narration,Narrative,
Narration,Narrative,I sure hope this isn't permanent.
Narration,Narrative,
Narration,Narrative,(checking his wrist communicator)
Narration,Narrative,Still no word from Star Command.
Narration,Narrative,We're not that far from the
Narration,Narrative,spaceport --
Narration,Narrative,
Narration,Narrative,Woody's eyes light up.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Sid's bedroom door can be seen in the reflection.  It's open.
Narration,Narrative,
Narration,Narrative,The door!  It's open!  We're free!!
Narration,Narrative,
Narration,Narrative,Woody runs for the door.  Buzz follows.
Narration,Narrative,
Narration,Narrative,"Woody, we don't know what's out there!"
Narration,Narrative,
Narration,Narrative,I'll tell you what's -- AAAAH!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,suddenly appear and block their path to the doorway.  Woody
Narration,Narrative,hides behind Buzz.
Narration,Narrative,
Narration,Narrative,"They're gonna eat us, Buzz!!  Do"
Narration,Narrative,something!  Quick!
Narration,Narrative,
Narration,Narrative,Shield your eyes!
Narration,Narrative,
Narration,Narrative,Buzz fires his laser at them.  The little red beam just
Narration,Narrative,flickers against Babyface's head.  The mutant toys look
Narration,Narrative,confusedly at each other.
Narration,Narrative,
Narration,Narrative,It's not working.  I recharged it
Narration,Narrative,before I left.  It should be good
Narration,Narrative,for hours --
Narration,Narrative,
Narration,Narrative,"Oh, you idiot!  You're a toy!  Use"
Narration,Narrative,your karate chop action!
Narration,Narrative,
Narration,Narrative,"Grabbing Buzz like a hostage, Woody fends off the mutant"
Narration,Narrative,"toys by pushing a large button on Buzz's back, making Buzz's"
Narration,Narrative,"arm involuntarily ""chop"" up and down."
Narration,Narrative,
Narration,Narrative,(to mutants)
Narration,Narrative,Get away!  Hoo-cha!  Hoo-cha!
Narration,Narrative,
Narration,Narrative,Hey!!  Hey!  How are you doing that?
Narration,Narrative,Stop that!
Narration,Narrative,
Narration,Narrative,"Back!  Back, you savages!  Back!"
Narration,Narrative,
Narration,Narrative,"Woody circles around the mutant toys to the open doorway,"
Narration,Narrative,continually chopping Buzz's arm.
Narration,Narrative,
Narration,Narrative,"Woody, stop it!!"
Narration,Narrative,
Narration,Narrative,"Sorry guys, but dinner's canceled!"
Narration,Narrative,
Narration,Narrative,Woody drops Buzz and runs out the door.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody races down the corridor...
Narration,Narrative,
Narration,Narrative,(to himself)
Narration,Narrative,There's no place like home.
Narration,Narrative,There's no place like home.
Narration,Narrative,There's no place like home...
Narration,Narrative,
Narration,Narrative,"...turns onto the top of the stairwell, down a few steps,"
Narration,Narrative,and is confronted by...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,asleep on the landing.
Narration,Narrative,
Narration,Narrative,Woody freezes inches away from the sleeping beast.  He
Narration,Narrative,slowly backs up the stairs.
Narration,Narrative,
Narration,Narrative,Suddenly Buzz appears and pulls Woody back against the
Narration,Narrative,hallway wall.  He covers Woody's mouth with his hand.
Narration,Narrative,
Narration,Narrative,(muffled gasp)
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,(whisper)
Narration,Narrative,"Another stunt like that, cowboy --"
Narration,Narrative,you're going to get us killed.
Narration,Narrative,
Narration,Narrative,(pulling Buzz's hand away)
Narration,Narrative,Don't tell me what to do!
Narration,Narrative,
Narration,Narrative,Shhh!
Narration,Narrative,
Narration,Narrative,Buzz checks to make sure Scud is still asleep and then darts
Narration,Narrative,across the stairwell opening to the other end of the hallway.
Narration,Narrative,"Once safely across, he motions for Woody to follow."
Narration,Narrative,
Narration,Narrative,Woody cowardly crawls on all fours across the open area and
Narration,Narrative,meets up with Buzz.
Narration,Narrative,
Narration,Narrative,As he stands...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,gets caught on one of the curls of the wrought iron railing.
Narration,Narrative,
Narration,Narrative,"The toys begin to creep down the hallway, unaware that"
Narration,Narrative,Woody's pullstring is being pulled farther and farther
Narration,Narrative,until --
Narration,Narrative,
Narration,Narrative,It SNAPS off the iron railing and flies back towards Woody.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Both Buzz and Woody leap in surprise at the sound of Woody's
Narration,Narrative,voice box.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,It opens.
Narration,Narrative,
Narration,Narrative,Woody vainly attempts to stifle the recoiling pullstring.
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,Giddy-up partner!...
Narration,Narrative,
Narration,Narrative,"GROWLING, Scud starts up the stairs."
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,...We got to get this wagon train a
Narration,Narrative,movin'!
Narration,Narrative,
Narration,Narrative,Woody and Buzz take off running.
Narration,Narrative,
Narration,Narrative,Split up!
Narration,Narrative,
Narration,Narrative,Two doors are ajar at the other end of the hallway.  Buzz
Narration,Narrative,dives behind one while Woody jumps into...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody slams the door shut just as Scud reaches the top of
Narration,Narrative,the landing.  CRASHED can be heard from behind the closet
Narration,Narrative,"door, getting Scud's attention."
Narration,Narrative,
Narration,Narrative,Buzz peeks out from his doorway at Scud SNIFFING AND
Narration,Narrative,GROWLING at the closet.
Narration,Narrative,
Narration,Narrative,"Sensing movement behind him, Scud whips around and starts to"
Narration,Narrative,enter Buzz's doorway.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The noise stops the dog in his tracks.  Both Scud and Buzz
Narration,Narrative,look up to see...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,MR. PHILLIPS is asleep on a La-Z-Boy recliner in front of
Narration,Narrative,the T.V.
Narration,Narrative,
Narration,Narrative,Scud backs out and heads down the stairs.
Narration,Narrative,
Narration,Narrative,Buzz turns to exit the room when he hears...
Narration,Narrative,
Narration,Narrative,Calling Buzz Lightyear!!  Come in
Narration,Narrative,Buzz Lightyear!!  This is Star
Narration,Narrative,Command.  Buzz Lightyear!  Do you
Narration,Narrative,read me?!
Narration,Narrative,
Narration,Narrative,Star Command!
Narration,Narrative,
Narration,Narrative,Buzz opens up his wrist communicator and is just about to
Narration,Narrative,speak into it when he is interrupted.
Narration,Narrative,
Narration,Narrative,Buzz Lightyear responding!  Read
Narration,Narrative,you loud and clear!
Narration,Narrative,
Narration,Narrative,Buzz turns around to see...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Buzz's space ranger logo is on the screen over a field of
Narration,Narrative,stars.  The image quickly changes to two young boys playing
Narration,Narrative,in their backyard with a Buzz Lightyear doll.
Narration,Narrative,
Narration,Narrative,"Buzz Lightyear, Planet Earth needs"
Narration,Narrative,your help!
Narration,Narrative,
Narration,Narrative,(into toy wrist communicator)
Narration,Narrative,On the way!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Buzz reacts with confusion at what he is watching.  He walks
Narration,Narrative,slowly towards the television set.
Narration,Narrative,
Narration,Narrative,The world's greatest superhero!
Narration,Narrative,Now the world's greatest TOY!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The Buzz Lightyear doll is now out of the box and being
Narration,Narrative,displayed.
Narration,Narrative,
Narration,Narrative,Buzz has it all!  Locking wrist
Narration,Narrative,communicator!
Narration,Narrative,
Narration,Narrative,Calling Buzz Lightyear.
Narration,Narrative,
Narration,Narrative,Karate chop action!
Narration,Narrative,
Narration,Narrative,Wow!
Narration,Narrative,
Narration,Narrative,"With every feature demonstrated on the TV, Buzz compares the"
Narration,Narrative,same feature on himself.
Narration,Narrative,
Narration,Narrative,Pulsating laserlight!
Narration,Narrative,
Narration,Narrative,Total annihilation!
Narration,Narrative,
Narration,Narrative,Multi-phrase voice simulator!
Narration,Narrative,
Narration,Narrative,It's a secret mission in uncharted
Narration,Narrative,space!
Narration,Narrative,
Narration,Narrative,Buzz presses the same button on his uniform.
Narration,Narrative,
Narration,Narrative,It's a secret mission in uncharted
Narration,Narrative,space!
Narration,Narrative,
Narration,Narrative,And best of all...
Narration,Narrative,"(big ""monster truck"" voice)"
Narration,Narrative,
Narration,Narrative,To Infinity and Beyond!
Narration,Narrative,
Narration,Narrative,"On the TV screen, the Buzz Lightyear action figure appears"
Narration,Narrative,to be launched through the air.  The words:  NOT A FLYING
Narration,Narrative,TOY flash across the bottom of the screen.
Narration,Narrative,
Narration,Narrative,(non-excited lawyer voice)
Narration,Narrative,Not a flying toy.
Narration,Narrative,
Narration,Narrative,Buzz slowly shakes his head in wide-eyed disbelief.
Narration,Narrative,
Narration,Narrative,Get your Buzz Lightyear action
Narration,Narrative,figure and save a galaxy near you!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The image on the screen changes to a shot of hundreds of
Narration,Narrative,Buzzes in their boxes lining either side of a store aisle.
Narration,Narrative,
Narration,Narrative,Available at all Al's Toy Barn
Narration,Narrative,outlets in the tri-county area.
Narration,Narrative,
Narration,Narrative,Buzz is stricken.  He looks down at his wrist communicator
Narration,Narrative,and opens it.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Molded on the underside of the cover are three words: ""MADE"
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Buzz walks dejectedly out of the den and down the hallway.
Narration,Narrative,
Narration,Narrative,As he passes the top of the stairwell he pauses to look up
Narration,Narrative,through the railing at...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"It is open, revealing the blue sky beyond.  A bird flies past."
Narration,Narrative,
Narration,Narrative,The taunting voice of Woody echoes in his head.
Narration,Narrative,
Narration,Narrative,You are a toy!  You can't fly!
Narration,Narrative,
Narration,Narrative,"Buzz bows his head, defeated."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Slowly Buzz raises his head, determination in his eyes.  He"
Narration,Narrative,"slams the offending wrist communicator shut, as if to deny"
Narration,Narrative,"its message of ""Made in Taiwan."""
Narration,Narrative,
Narration,Narrative,Buzz climbs up the railing to the banister.  He pops open
Narration,Narrative,"his wings, and aims himself towards the window above."
Narration,Narrative,
Narration,Narrative,To Infinity and Beyond!
Narration,Narrative,
Narration,Narrative,Buzz leaps off the banister...
Narration,Narrative,
Narration,Narrative,and falls.
Narration,Narrative,
Narration,Narrative,In SLOW MOTION Buzz watches his square of blue sky pull
Narration,Narrative,farther away from him as he plummets to the floor below.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Buzz CRASHES on the entryway floor.
Narration,Narrative,
Narration,Narrative,Buzz opens his eyes to see...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The broken arm lies a few inches away from his now empty arm
Narration,Narrative,socket.
Narration,Narrative,
Narration,Narrative,Buzz drops his head back in defeat.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"M-o-o-om?  Mom, have you seen my"
Narration,Narrative,Sally doll?
Narration,Narrative,
Narration,Narrative,"Hannah walks into the entryway, and not seeing Buzz, steps"
Narration,Narrative,on him.
Narration,Narrative,
Narration,Narrative,"What, dear?  What was that?"
Narration,Narrative,
Narration,Narrative,Hannah picks up Buzz (and his arm) and smiles.
Narration,Narrative,
Narration,Narrative,Nevermind.
Narration,Narrative,
DISSOLVE TO,Dialogue,
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"The knob jiggles for a moment.  Suddenly, the door flies"
Narration,Narrative,"open revealing Woody, entangled in Christmas lights,"
Narration,Narrative,standing atop a pile of boxes to be at doorknob height.
Narration,Narrative,
Narration,Narrative,Woody and the rest of the junk topple over.
Narration,Narrative,
Narration,Narrative,"A bowling ball topples out, smashing Woody square on the head."
Narration,Narrative,
Narration,Narrative,Oo-o-of!
Narration,Narrative,(to the hallway)
Narration,Narrative,Buzz?!  The coast is clear.  Buzz?
Narration,Narrative,Where are you?
Narration,Narrative,It's a secret mission in uncharted
Narration,Narrative,space!  Let's go!!
Narration,Narrative,
Narration,Narrative,"Woody creeps down the hallway, dragging the Christmas lights"
Narration,Narrative,with him.
Narration,Narrative,
Narration,Narrative,Really?  That is so-o-o interesting.
Narration,Narrative,
Narration,Narrative,Woody peeks into the open doorway of...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Hannah is pretending to have a tea party.  Her guests are
Narration,Narrative,"dolls, headless dolls, that is except for..."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"He is seated at the miniature table, dressed up in a frilly"
Narration,Narrative,apron and fashionable party hat.
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,"Would you like some tea, Mrs. Nesbit?"
Narration,Narrative,
Narration,Narrative,(under his breath)
Narration,Narrative,Buzz!
Narration,Narrative,
Narration,Narrative,Hannah has placed a tiny teapot in Buzz's severed arm and
Narration,Narrative,pours imaginary tea with it.
Narration,Narrative,
Narration,Narrative,It's so nice you could join us on
Narration,Narrative,such late notice.
